Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2017.12.01_17.53.27,-8.471952,51.895519,2,A,1,LTE,-107,-15,-5,7,-90,2617,52,D,-109,-19,-8.472275,51.895123,49.3
2017.12.01_17.53.25,-8.471952,51.895519,2,A,1,LTE,-106,-17,-7,7,-90,3489,65,D,-110,-19,-8.472275,51.895123,49.3
2017.12.01_17.53.24,-8.471952,51.895519,2,A,1,LTE,-106,-17,-7,2,-88,3645,87,D,-108,-18,-8.472275,51.895123,49.3
2017.12.01_17.53.26,-8.471952,51.895519,2,A,1,LTE,-107,-15,-5,7,-90,4048,74,D,-109,-19,-8.472275,51.895123,49.3
2017.12.03_14.46.21,-8.485761,51.896281,3,A,2,LTE,-101,-16,-8,2,-84,357,16,D,-101,-15,-8.485864,51.896748,52.41
2017.12.03_14.46.29,-8.485761,51.896281,3,A,2,LTE,-100,-15,-4,4,-87,838,16,D,-100,-15,-8.485864,51.896748,52.41
2017.12.03_14.46.34,-8.485761,51.896281,3,A,2,LTE,-104,-20,-9,4,-87,883,17,D,-102,-15,-8.485864,51.896748,52.41
2017.12.03_14.46.38,-8.485761,51.896281,3,A,2,LTE,-107,-20,-9,2,-86,1107,21,D,-96,-16,-8.485864,51.896748,52.41
2017.12.03_14.46.23,-8.485761,51.896281,3,A,2,LTE,-103,-17,-6,5,-82,1420,65,D,-,-,-8.485864,51.896748,52.41
2017.12.03_14.46.22,-8.485761,51.896281,3,A,2,LTE,-101,-16,-8,5,-86,1431,65,D,-,-,-8.485864,51.896748,52.41
2017.12.03_14.46.37,-8.485761,51.896281,3,A,2,LTE,-107,-20,-9,4,-88,1576,29,D,-96,-16,-8.485864,51.896748,52.41
2017.12.03_14.46.24,-8.485761,51.896281,3,A,2,LTE,-103,-17,-6,4,-84,1588,38,D,-,-,-8.485864,51.896748,52.41
2017.12.03_14.46.36,-8.485761,51.896281,3,A,2,LTE,-104,-20,-9,3,-90,1666,31,D,-102,-15,-8.485864,51.896748,52.41
2017.12.03_14.46.32,-8.485761,51.896281,3,A,2,LTE,-104,-18,-8,4,-87,1789,33,D,-102,-16,-8.485864,51.896748,52.41
2017.12.03_14.46.28,-8.485761,51.896281,3,A,2,LTE,-100,-15,-4,6,-83,2124,39,D,-100,-15,-8.485864,51.896748,52.41
2017.12.03_14.46.31,-8.485761,51.896281,3,A,2,LTE,-104,-19,-5,4,-87,2136,39,D,-102,-15,-8.485864,51.896748,52.41
2017.12.03_14.46.30,-8.485761,51.896281,3,A,2,LTE,-104,-19,-7,5,-85,2180,62,D,-102,-15,-8.485864,51.896748,52.41
2017.12.03_14.46.26,-8.485761,51.896281,3,A,2,LTE,-101,-17,-5,6,-83,2393,45,D,-102,-14,-8.485864,51.896748,52.41
2017.12.03_14.46.33,-8.485761,51.896281,3,A,2,LTE,-104,-18,-8,4,-87,2684,50,D,-102,-16,-8.485864,51.896748,52.41
2017.12.03_14.46.25,-8.485761,51.896281,3,A,2,LTE,-101,-17,-5,5,-87,2952,54,D,-102,-14,-8.485864,51.896748,52.41
2017.12.01_17.23.06,-8.485646,51.896224,3,A,2,LTE,-91,-16,-8,2,-73,570,14,D,-96,-16,-8.485864,51.896748,60.16
2017.12.01_17.23.05,-8.485646,51.896224,3,A,2,LTE,-91,-16,-7,2,-73,2963,54,D,-95,-17,-8.485864,51.896748,60.16
2017.12.02_14.00.09,-8.485561,51.896232,1,A,2,LTE,-102,-16,-4,5,-85,1800,33,D,-106,-18,-8.485864,51.896748,61.03
2017.12.02_14.00.11,-8.485561,51.896232,1,A,2,LTE,-107,-18,-5,4,-88,1957,36,D,-106,-18,-8.485864,51.896748,61.03
2017.12.02_14.00.07,-8.485561,51.896232,1,A,2,LTE,-105,-18,-6,5,-87,2326,43,D,-103,-18,-8.485864,51.896748,61.03
2017.12.02_14.00.10,-8.485561,51.896232,1,A,2,LTE,-102,-16,-4,4,-90,2874,53,D,-106,-18,-8.485864,51.896748,61.03
2017.12.02_14.00.06,-8.485561,51.896232,1,A,2,LTE,-103,-17,-6,5,-87,2896,54,D,-105,-17,-8.485864,51.896748,61.03
2017.12.02_14.00.14,-8.485561,51.896232,1,A,2,LTE,-105,-17,-7,4,-88,3064,57,D,-106,-18,-8.485864,51.896748,61.03
2017.12.02_14.00.12,-8.485561,51.896232,1,A,2,LTE,-107,-18,-5,4,-88,3153,59,D,-106,-18,-8.485864,51.896748,61.03
2017.12.02_14.00.08,-8.485561,51.896232,1,A,2,LTE,-105,-18,-6,5,-85,3847,71,D,-103,-18,-8.485864,51.896748,61.03
2017.12.02_14.00.17,-8.485561,51.896232,1,A,2,LTE,-105,-19,-7,4,-90,3858,115,D,-105,-18,-8.485864,51.896748,61.03
2017.12.02_14.00.16,-8.485561,51.896232,1,A,2,LTE,-105,-19,-7,4,-90,4037,101,D,-105,-18,-8.485864,51.896748,61.03
2017.12.02_14.00.13,-8.485561,51.896232,1,A,2,LTE,-105,-17,-7,4,-88,4294,79,D,-106,-18,-8.485864,51.896748,61.03
2017.12.02_14.00.18,-8.485561,51.896232,1,A,2,LTE,-108,-19,-8,4,-90,4328,80,D,-103,-16,-8.485864,51.896748,61.03
2017.12.02_14.00.19,-8.485561,51.896232,1,A,2,LTE,-108,-19,-8,4,-90,4585,84,D,-103,-16,-8.485864,51.896748,61.03
2017.12.01_17.54.27,-8.471567,51.894646,4,A,1,LTE,-108,-17,-7,2,-88,33,1,D,-107,-17,-8.472275,51.895123,71.93
2017.12.01_17.54.17,-8.471567,51.894646,4,A,1,LTE,-109,-16,-5,4,-92,413,14,D,-106,-15,-8.472275,51.895123,71.93
2017.12.01_17.53.38,-8.471567,51.894646,4,A,1,LTE,-111,-18,-8,2,-89,492,25,D,-109,-18,-8.472275,51.895123,71.93
2017.12.01_17.53.37,-8.471567,51.894646,4,A,1,LTE,-111,-18,-8,5,-93,548,31,D,-109,-18,-8.472275,51.895123,71.93
2017.12.01_17.54.21,-8.471567,51.894646,4,A,1,LTE,-110,-17,-7,5,-94,592,22,D,-111,-18,-8.472275,51.895123,71.93
2017.12.01_17.54.26,-8.471567,51.894646,4,A,1,LTE,-108,-17,-7,5,-91,726,24,D,-107,-17,-8.472275,51.895123,71.93
2017.12.01_17.53.53,-8.471567,51.894646,4,A,1,LTE,-102,-14,-6,8,-,738,42,D,-106,-16,-8.472275,51.895123,71.93
2017.12.01_17.53.36,-8.471567,51.894646,4,A,1,LTE,-108,-16,-6,5,-93,849,47,D,-110,-20,-8.472275,51.895123,71.93
2017.12.01_17.53.34,-8.471567,51.894646,4,A,1,LTE,-109,-16,-6,5,-91,1040,48,D,-109,-19,-8.472275,51.895123,71.93
2017.12.01_17.54.24,-8.471567,51.894646,4,A,1,LTE,-110,-17,-9,5,-94,1151,21,D,-111,-19,-8.472275,51.895123,71.93
2017.12.01_17.53.55,-8.471567,51.894646,4,A,1,LTE,-107,-17,-6,5,-90,1230,23,D,-105,-17,-8.472275,51.895123,71.93
2017.12.01_17.53.35,-8.471567,51.894646,4,A,1,LTE,-108,-16,-6,5,-93,1241,66,D,-110,-20,-8.472275,51.895123,71.93
2017.12.01_17.53.29,-8.471567,51.894646,4,A,1,LTE,-105,-15,-4,5,-93,1398,26,D,-109,-18,-8.472275,51.895123,71.93
2017.12.01_17.54.22,-8.471567,51.894646,4,A,1,LTE,-112,-18,-8,5,-94,1432,27,D,-110,-16,-8.472275,51.895123,71.93
2017.12.01_17.54.25,-8.471567,51.894646,4,A,1,LTE,-110,-17,-9,5,-94,1610,43,D,-111,-19,-8.472275,51.895123,71.93
2017.12.01_17.53.30,-8.471567,51.894646,4,A,1,LTE,-111,-18,-7,5,-93,1912,36,D,-111,-17,-8.472275,51.895123,71.93
2017.12.01_17.54.19,-8.471567,51.894646,4,A,1,LTE,-109,-16,-5,4,-92,2113,39,D,-107,-17,-8.472275,51.895123,71.93
2017.12.01_17.54.20,-8.471567,51.894646,4,A,1,LTE,-110,-17,-7,5,-94,2124,39,D,-111,-18,-8.472275,51.895123,71.93
2017.12.01_17.53.32,-8.471567,51.894646,4,A,1,LTE,-111,-18,-7,5,-,2259,42,D,-111,-17,-8.472275,51.895123,71.93
2017.12.01_17.53.33,-8.471567,51.894646,4,A,1,LTE,-109,-16,-6,5,-91,2348,58,D,-109,-19,-8.472275,51.895123,71.93
2017.12.01_17.53.28,-8.471567,51.894646,4,A,1,LTE,-107,-15,-4,6,-,2617,52,D,-109,-19,-8.472275,51.895123,71.93
2017.12.01_17.53.56,-8.471567,51.894646,4,A,1,LTE,-107,-17,-6,5,-90,2661,49,D,-105,-17,-8.472275,51.895123,71.93
2017.12.01_17.53.54,-8.471567,51.894646,4,A,1,LTE,-102,-14,-6,5,-88,2672,67,D,-107,-19,-8.472275,51.895123,71.93
2017.12.01_17.53.28,-8.471567,51.894646,4,A,1,LTE,-105,-15,-4,6,-,2863,53,D,-109,-18,-8.472275,51.895123,71.93
2017.12.02_13.02.49,-8.486062,51.896052,3,A,2,LTE,-103,-19,-8,4,-87,111,5,D,-103,-20,-8.485864,51.896748,78.58
2017.12.02_13.02.46,-8.486062,51.896052,3,A,2,LTE,-101,-18,-8,4,-87,1722,84,D,-101,-17,-8.485864,51.896748,78.58
2017.12.02_13.02.47,-8.486062,51.896052,3,A,2,LTE,-101,-18,-8,4,-87,2672,70,D,-101,-17,-8.485864,51.896748,78.58
2017.12.02_13.02.48,-8.486062,51.896052,3,A,2,LTE,-103,-19,-8,4,-87,3802,71,D,-103,-20,-8.485864,51.896748,78.58
2017.11.21_15.47.41,-8.486387,51.896101,3,A,2,LTE,-100,-16,-6,6,-81,192,11,D,-103,-18,-8.485864,51.896748,80.4
2017.11.21_15.47.40,-8.486387,51.896101,3,A,2,LTE,-100,-16,-6,8,-79,357,16,D,-100,-18,-8.485864,51.896748,80.4
2017.11.21_15.47.43,-8.486387,51.896101,3,A,2,LTE,-100,-15,-2,6,-83,726,27,D,-105,-20,-8.485864,51.896748,80.4
2017.11.21_15.47.47,-8.486387,51.896101,3,A,2,LTE,-102,-17,-5,7,-80,760,35,D,-103,-16,-8.485864,51.896748,80.4
2017.11.21_15.47.46,-8.486387,51.896101,3,A,2,LTE,-102,-17,-4,4,-85,950,35,D,-99,-15,-8.485864,51.896748,80.4
2017.11.21_15.47.45,-8.486387,51.896101,3,A,2,LTE,-102,-17,-4,4,-85,1163,43,D,-99,-15,-8.485864,51.896748,80.4
2017.11.21_15.47.42,-8.486387,51.896101,3,A,2,LTE,-100,-15,-2,6,-83,1912,71,D,-105,-20,-8.485864,51.896748,80.4
2017.11.21_15.47.48,-8.486533,51.896077,3,A,2,LTE,-102,-17,-5,3,-87,570,11,D,-103,-16,-8.485864,51.896748,87.6
2017.11.21_15.47.50,-8.486533,51.896077,3,A,2,LTE,-104,-18,-4,5,-85,682,21,D,-103,-16,-8.485864,51.896748,87.6
2017.11.21_15.47.47,-8.486533,51.896077,3,A,2,LTE,-102,-17,-5,7,-80,760,35,D,-103,-16,-8.485864,51.896748,87.6
2017.11.21_15.47.51,-8.486533,51.896077,3,A,2,LTE,-104,-18,-7,4,-87,838,22,D,-104,-16,-8.485864,51.896748,87.6
2017.11.21_15.47.52,-8.486533,51.896077,3,A,2,LTE,-104,-18,-7,5,-82,1062,20,D,-104,-16,-8.485864,51.896748,87.6
2017.11.21_15.47.53,-8.486533,51.896077,3,A,2,LTE,-103,-18,-7,4,-86,1062,23,D,-99,-15,-8.485864,51.896748,87.6
2017.11.21_15.47.49,-8.486533,51.896077,3,A,2,LTE,-104,-18,-4,5,-85,1398,38,D,-103,-16,-8.485864,51.896748,87.6
2017.12.02_13.04.17,-8.484705,51.896397,4,A,2,LTE,-92,-15,-9,7,-79,648,12,D,-96,-16,-8.485864,51.896748,88.59
2017.12.02_13.04.19,-8.484705,51.896397,4,A,2,LTE,-92,-15,-9,9,-73,3153,59,D,-93,-16,-8.485864,51.896748,88.59
2017.12.02_13.04.21,-8.484705,51.896397,4,A,2,LTE,-90,-16,-6,6,-75,4686,86,D,-98,-18,-8.485864,51.896748,88.59
2017.12.02_13.04.20,-8.484705,51.896397,4,A,2,LTE,-90,-16,-6,6,-75,4898,91,D,-98,-18,-8.485864,51.896748,88.59
2017.11.21_15.45.54,-8.484537,51.896593,3,A,2,LTE,-103,-18,-7,4,-86,100,5,D,-103,-19,-8.485864,51.896748,92.67
2017.11.21_15.45.50,-8.484537,51.896593,3,A,2,LTE,-105,-18,-8,4,-86,268,11,D,-102,-18,-8.485864,51.896748,92.67
2017.11.21_15.45.55,-8.484537,51.896593,3,A,2,LTE,-103,-18,-7,3,-88,324,13,D,-103,-19,-8.485864,51.896748,92.67
2017.11.21_15.45.52,-8.484537,51.896593,3,A,2,LTE,-105,-18,-8,4,-88,357,16,D,-104,-18,-8.485864,51.896748,92.67
2017.11.21_15.45.47,-8.484537,51.896593,3,A,2,LTE,-105,-17,-8,4,-88,436,9,D,-105,-18,-8.485864,51.896748,92.67
2017.11.21_15.45.51,-8.484537,51.896593,3,A,2,LTE,-105,-18,-8,4,-88,559,25,D,-104,-18,-8.485864,51.896748,92.67
2017.11.21_15.45.48,-8.484537,51.896593,3,A,2,LTE,-105,-17,-8,4,-88,581,11,D,-105,-18,-8.485864,51.896748,92.67
2017.11.21_15.45.46,-8.484537,51.896593,3,A,2,LTE,-105,-17,-8,2,-91,771,28,D,-106,-19,-8.485864,51.896748,92.67
2017.11.21_15.45.46,-8.484537,51.896593,3,A,2,LTE,-105,-17,-7,2,-91,771,28,D,-106,-19,-8.485864,51.896748,92.67
2017.11.21_15.45.49,-8.484537,51.896593,3,A,2,LTE,-105,-18,-8,4,-88,805,27,D,-102,-18,-8.485864,51.896748,92.67
2017.11.21_15.47.54,-8.486683,51.896051,3,A,2,LTE,-103,-18,-7,3,-89,805,16,D,-99,-15,-8.485864,51.896748,95.73
2017.11.21_15.47.56,-8.486683,51.896051,3,A,2,LTE,-106,-19,-8,3,-89,995,18,D,-102,-15,-8.485864,51.896748,95.73
2017.11.21_15.47.54,-8.486683,51.896051,3,A,2,LTE,-103,-18,-7,3,-89,1062,23,D,-99,-15,-8.485864,51.896748,95.73
2017.11.21_15.47.57,-8.486683,51.896051,3,A,2,LTE,-106,-19,-8,2,-80,1286,24,D,-102,-15,-8.485864,51.896748,95.73
2017.11.21_15.45.31,-8.484389,51.896625,3,A,2,LTE,-102,-17,-10,4,-87,338,13,D,-105,-19,-8.485864,51.896748,102.13
2017.11.21_15.45.43,-8.484389,51.896625,3,A,2,LTE,-107,-18,-6,5,-90,514,10,D,-108,-19,-8.485864,51.896748,102.13
2017.11.21_15.45.35,-8.484389,51.896625,3,A,2,LTE,-102,-17,-5,5,-85,548,10,D,-105,-19,-8.485864,51.896748,102.13
2017.11.21_15.45.34,-8.484389,51.896625,3,A,2,LTE,-102,-17,-5,5,-85,558,50,D,-105,-19,-8.485864,51.896748,102.13
2017.11.21_15.45.42,-8.484389,51.896625,3,A,2,LTE,-106,-18,-6,5,-90,570,11,D,-106,-18,-8.485864,51.896748,102.13
2017.11.21_15.45.44,-8.484389,51.896625,3,A,2,LTE,-107,-18,-6,5,-88,581,21,D,-108,-19,-8.485864,51.896748,102.13
2017.11.21_15.45.32,-8.484389,51.896625,3,A,2,LTE,-103,-18,-8,5,-82,630,26,D,-102,-18,-8.485864,51.896748,102.13
2017.11.21_15.45.37,-8.484389,51.896625,3,A,2,LTE,-104,-17,-6,4,-90,659,12,D,-105,-17,-8.485864,51.896748,102.13
2017.11.21_15.45.33,-8.484389,51.896625,3,A,2,LTE,-103,-18,-8,5,-85,682,15,D,-102,-18,-8.485864,51.896748,102.13
2017.11.21_15.45.45,-8.484389,51.896625,3,A,2,LTE,-105,-17,-7,5,-88,783,20,D,-106,-19,-8.485864,51.896748,102.13
2017.11.21_15.45.41,-8.484389,51.896625,3,A,2,LTE,-106,-18,-6,4,-88,861,16,D,-106,-18,-8.485864,51.896748,102.13
2017.11.21_15.45.39,-8.484389,51.896625,3,A,2,LTE,-106,-17,-6,4,-90,905,33,D,-106,-18,-8.485864,51.896748,102.13
2017.11.21_15.45.40,-8.484389,51.896625,3,A,2,LTE,-106,-17,-6,4,-90,905,17,D,-106,-18,-8.485864,51.896748,102.13
2017.11.21_15.45.36,-8.484389,51.896625,3,A,2,LTE,-104,-17,-6,4,-87,1185,22,D,-105,-17,-8.485864,51.896748,102.13
2017.12.03_14.53.15,-8.492577,51.894713,3,A,2,LTE,-96,-13,7,8,-79,1934,39,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.37,-8.492577,51.894713,3,A,2,LTE,-94,-13,12,6,-84,4596,85,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.37,-8.492577,51.894713,3,A,2,LTE,-102,-14,3,6,-84,8522,158,D,-106,-18,-8.491719,51.893905,107.42
2017.12.03_14.52.50,-8.492577,51.894713,3,A,2,LTE,-100,-14,1,6,-83,11184,206,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.40,-8.492577,51.894713,3,A,2,LTE,-98,-13,2,8,-78,12570,233,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.42,-8.492577,51.894713,3,A,2,LTE,-89,-8,10,11,-75,12749,230,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.48,-8.492577,51.894713,3,A,2,LTE,-92,-13,14,10,-75,12883,214,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.23,-8.492577,51.894713,3,A,2,LTE,-98,-12,8,7,-84,13018,238,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.27,-8.492577,51.894713,3,A,2,LTE,-96,-13,7,9,-74,13185,227,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.38,-8.492577,51.894713,3,A,2,LTE,-88,-10,16,12,-69,13778,256,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.41,-8.492577,51.894713,3,A,2,LTE,-89,-8,10,9,-79,13801,249,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.49,-8.492577,51.894713,3,A,2,LTE,-92,-13,14,10,-75,14326,260,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.39,-8.492577,51.894713,3,A,2,LTE,-94,-12,10,9,-77,14628,275,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.29,-8.492577,51.894713,3,A,2,LTE,-92,-12,9,9,-,15210,389,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.38,-8.492577,51.894713,3,A,2,LTE,-102,-14,3,6,-81,15310,283,D,-106,-18,-8.491719,51.893905,107.42
2017.12.03_14.53.40,-8.492577,51.894713,3,A,2,LTE,-94,-12,10,9,-77,15433,360,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.49,-8.492577,51.894713,3,A,2,LTE,-102,-14,3,6,-83,15601,285,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.52,-8.492577,51.894713,3,A,2,LTE,-100,-14,1,6,-83,15926,294,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.50,-8.492577,51.894713,3,A,2,LTE,-94,-12,14,9,-77,15970,257,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.47,-8.492577,51.894713,3,A,2,LTE,-82,-7,15,11,-68,16507,301,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.48,-8.492577,51.894713,3,A,2,LTE,-102,-14,3,9,-85,16552,330,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.46,-8.492577,51.894713,3,A,2,LTE,-101,-14,3,7,-80,16641,311,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.33,-8.492577,51.894713,3,A,2,LTE,-82,-9,17,12,-77,17077,393,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.34,-8.492577,51.894713,3,A,2,LTE,-94,-9,15,9,-79,17077,308,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.37,-8.492577,51.894713,3,A,2,LTE,-88,-10,16,12,-72,17290,394,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.39,-8.492577,51.894713,3,A,2,LTE,-98,-13,2,8,-78,17335,323,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.45,-8.492577,51.894713,3,A,2,LTE,-82,-7,15,12,-62,17413,314,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.43,-8.492577,51.894713,3,A,2,LTE,-97,-13,6,9,-,18375,341,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.21,-8.492577,51.894713,3,A,2,LTE,-96,-11,8,10,-79,18487,341,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.42,-8.492577,51.894713,3,A,2,LTE,-97,-13,6,8,-80,18733,348,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.43,-8.492577,51.894713,3,A,2,LTE,-92,-12,11,9,-73,19672,348,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.28,-8.492577,51.894713,3,A,2,LTE,-92,-12,9,9,-74,19907,334,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.26,-8.492577,51.894713,3,A,2,LTE,-96,-13,7,9,-80,20019,369,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.24,-8.492577,51.894713,3,A,2,LTE,-98,-12,8,9,-80,20187,366,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.45,-8.492577,51.894713,3,A,2,LTE,-98,-14,4,6,-,20466,383,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.03,-8.492577,51.894713,3,A,2,LTE,-91,-12,10,9,-80,21216,392,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.51,-8.492577,51.894713,3,A,2,LTE,-94,-12,14,9,-77,21227,473,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.47,-8.492577,51.894713,3,A,2,LTE,-101,-14,4,9,-85,21316,435,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.44,-8.492577,51.894713,3,A,2,LTE,-92,-12,11,13,-65,22222,383,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.55,-8.492577,51.894713,3,A,2,LTE,-101,-13,4,6,-83,22994,426,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.22,-8.492577,51.894713,3,A,2,LTE,-96,-11,8,8,-81,24000,427,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.12,-8.492577,51.894713,3,A,2,LTE,-98,-12,8,8,-84,24079,446,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.11,-8.492577,51.894713,3,A,2,LTE,-93,-12,10,9,-81,24190,429,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.53,-8.492577,51.894713,3,A,2,LTE,-100,-13,2,6,-83,24235,449,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.35,-8.492577,51.894713,3,A,2,LTE,-94,-9,15,12,-72,24381,437,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.56,-8.492577,51.894713,3,A,2,LTE,-101,-13,4,7,-85,24425,453,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.16,-8.492577,51.894713,3,A,2,LTE,-96,-13,7,8,-79,24448,508,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.57,-8.492577,51.894713,3,A,2,LTE,-101,-13,4,6,-82,24492,453,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.55,-8.492577,51.894713,3,A,2,LTE,-95,-10,10,7,-81,24850,462,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.32,-8.492577,51.894713,3,A,2,LTE,-82,-9,17,13,-75,24996,556,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.44,-8.492577,51.894713,3,A,2,LTE,-98,-14,4,6,-,25040,448,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.52,-8.492577,51.894713,3,A,2,LTE,-97,-14,11,7,-80,25924,477,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.31,-8.492577,51.894713,3,A,2,LTE,-89,-11,13,15,-65,26065,464,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.17,-8.492577,51.894713,3,A,2,LTE,-98,-13,7,7,-81,26192,484,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.13,-8.492577,51.894713,3,A,2,LTE,-98,-12,8,7,-82,26852,483,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.58,-8.492577,51.894713,3,A,2,LTE,-101,-13,4,6,-82,27203,626,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.10,-8.492577,51.894713,3,A,2,LTE,-93,-12,10,9,-79,27300,487,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.54,-8.492577,51.894713,3,A,2,LTE,-100,-13,2,6,-83,27568,516,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.53,-8.492577,51.894713,3,A,2,LTE,-97,-14,11,8,-78,28116,495,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.20,-8.492577,51.894713,3,A,2,LTE,-99,-11,7,10,-79,29436,629,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.09,-8.492577,51.894713,3,A,2,LTE,-88,-11,13,8,-76,29469,656,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.18,-8.492577,51.894713,3,A,2,LTE,-98,-13,7,9,-,29548,546,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.30,-8.492577,51.894713,3,A,2,LTE,-89,-11,13,11,-,30610,527,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.19,-8.492577,51.894713,3,A,2,LTE,-99,-11,7,8,-,30890,570,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.52.59,-8.492577,51.894713,3,A,2,LTE,-98,-13,6,12,-73,31304,660,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.01,-8.492577,51.894713,3,A,2,LTE,-91,-12,10,9,-80,34256,599,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.07,-8.492577,51.894713,3,A,2,LTE,-87,-12,12,10,-73,35084,630,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.08,-8.492577,51.894713,3,A,2,LTE,-88,-11,13,8,-76,35218,648,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.54,-8.492577,51.894713,3,A,2,LTE,-95,-10,10,7,-81,37097,679,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.04,-8.492577,51.894713,3,A,2,LTE,-95,-12,7,9,-78,39759,735,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.00,-8.492577,51.894713,3,A,2,LTE,-98,-13,6,12,-73,43449,910,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.06,-8.492577,51.894713,3,A,2,LTE,-87,-12,12,12,-,46614,950,D,-,-,-8.491719,51.893905,107.42
2017.12.03_14.53.05,-8.492577,51.894713,3,A,2,LTE,-95,-12,7,12,-,48927,1011,D,-,-,-8.491719,51.893905,107.42
2017.11.21_15.45.31,-8.484271,51.896681,3,A,2,LTE,-102,-17,-10,4,-87,338,13,D,-105,-19,-8.485864,51.896748,109.56
2017.11.21_15.45.30,-8.484271,51.896681,3,A,2,LTE,-102,-17,-10,4,-87,906,23,D,-99,-16,-8.485864,51.896748,109.56
2017.11.22_08.05.55,-8.504824,51.892641,0,A,0,LTE,-106,-13,-2,4,-94,22,0,D,-,-,-8.504391,51.891686,110.27
2017.11.22_08.05.54,-8.504824,51.892641,0,A,0,LTE,-106,-13,-3,4,-92,4205,76,D,-,-,-8.504391,51.891686,110.27
